Sentiment,clean_text
Positive,punjabi telgu bhojpuri koi samjhte dub karo nai apki karenge saal purani koi dub karo ge indian fool samjhe samajho itni apki intersting coharance midnight paris triangle donnie darko lapse bhari apki dub kro
Neutral,cocuklar ama oldu parayla icin parayla yapmamiz ker kiyor kecke parasis olsaydi walaha
Neutral,buncha epos
Positive,
Positive,
Positive,
Positive,conclude faulty
Negative,pulling known rug underneath crucial hiding line
Neutral,desaparecen mientras celular la
Negative,fortune tighten
Positive,
Positive,
Negative,chucky loser bird
Negative,ranger sad charged dino
Positive,girlfriend united state
Negative,amo tenho ano hoje celular
Neutral,tryed
Negative,stay jojo's adventure freaky
Positive,
Negative,original porn considered dribble
Positive,wise wise filter searching
Positive,turned entertainment prison respecting loyal chain absurd 'household restrictions' treat property crime feeding see slave squeeze boycott cattle
Positive,override disable bright lowest
Negative,'cast' 'cast' router
Negative,plagiarizer lower turned site
Positive,
Positive,wish stargate atlantis ranger
Positive,
Neutral,iska lakh banta mghr koshish
Neutral,d fc
Neutral,eeepe prowper throwing
Negative,nvidia antipathetic shield
Positive,
Negative,talked buddy lead frustration deciding poorly
Positive,
Negative,fire stick
Positive,
Negative,button
Neutral,bahak terbahak
Negative,
Positive,
Neutral,parasite dans vid sur coin haut droit l' cran lorsque lance pisode
Neutral,malay lebih banyak macam cerita traditional malay
Neutral,compatable fpt
Positive,lovely
Neutral,tau mj
Neutral,looooove
Positive,super
Positive,
Positive,
Positive,credit press lock credit dub
Negative,
Positive,freaking
Positive,recomend
Positive,entertainment
Positive,
Positive,personalized
Neutral,tau mj
Positive,
Negative,
Negative,expected
Negative,shitthat extremely mother eversince moved pulling hilarious
Neutral,
Neutral,amenina reynald
Positive,ruk ruk chalti solve
Negative,betting advert round executive bet standing basement arena deadstop dodohedoro
Neutral,demais ruim
Positive,
Negative,
Positive,
Negative,riesco pi guardare perch manda sempre messaggio blocca schermo dove dice appartengo al nucleo famigliare mail mio padre ovvio miei separati mio padre vive diversa potr vedere l'account pagato lui siete scandalosi vergogna
Positive,
Negative,teaching aberration pedophilic wrong
Positive,
Negative,unaccepted restricted
Negative,aplicaci sima traba todo tiempo calidad baja aunque tenga ofrecen conexi adem cat muy limitado cobran demasiado buena definitivamente vale pena
Negative,bastard lamentable college distance geez
Positive,
Negative,tf helpppp press empty
Negative,crash
Positive,
Positive,
Negative,stupid
Positive,inconsistent operation
Positive,useless congratulation
Positive,
Positive,prove tough mother's password penalised
Neutral,
Negative,
Negative,target thy revenge
Negative,abandoned marco polo spent hundred million sad actor abandoned
Positive,
Positive,entertaining bored
Negative,programming groom sick twisted mental paedophile
Positive,
Positive,returned aswell preview calling escape cool
Negative,curtail earned burglary
Negative,open fail heroic
Neutral,bang
Neutral,prost dn chyby skv aplikace sledov
Positive,fav
Neutral,pixilated intemperately
Negative,secretary awry kim wrong
Negative,mark ignore recommend context illogical strongly detracts browsing
Neutral,mouth impaired visually
Negative,doubled outrageous screencast reporting hamstring
Negative,foolish economize
Negative,useless work increase
Positive,yay si
Negative,
Neutral,descent grayman
Negative,plague mentally sick leftist propaganda avoid protect
Neutral,
Negative,protect broke
Negative,overriding
Neutral,
Neutral,proced
Positive,
Neutral,gaya maza
Neutral,
Negative,shoot specialized
Positive,super
Negative,along complaint
Positive,help bored weekend
Neutral,simpl lazypay
Neutral,ped bait predator globally
Positive,
Positive,ability filter watchlist leaving
Negative,offline monger laptop
Negative,carving fighting killing
Neutral,ahora toca pagarles cambiar ubicaci voy esta sima quieren aparte meter cosas nf rmas inclusi
Neutral,
Neutral,
Negative,regular paper thumbnail reading
Negative,defames insult shun banned
Neutral,
Neutral,akane marrie
Positive,enjoy
Neutral,sep
Positive,original messaging focused story character idol streamed
Positive,cool
Negative,brainwashing youth ideological manipulation
Positive,celebrate wrong disgusting recommended twist infect
Negative,woah refuse xyz representative stated jumbo picking spa sooooo hoop finaggle exist
Positive,
Neutral,mystery doo scooby incorporated
Negative,soo disapointed
Positive,informative
Negative,offline original
Neutral,
Positive,advertise
Negative,sad
Negative,wretched pathetic
Positive,trustworthy
Neutral,chart graph
Positive,
Negative,shame freakin
Neutral,
Neutral,
Neutral,bitch surprise ff oi
Neutral,
Positive,important imagine
Positive,miraculous ladybug philippine
Positive,
Neutral,filet
Neutral,upload
Positive,hope injoy
Positive,
Neutral,rupayiaaaa kyon barbaad karun
Negative,morally damaging
Negative,broken reconnect tf one's policy messing resolved
Positive,
Positive,lovely kdjo prob sya wag syang maawa po accept
Neutral,htwe myo zaw
Neutral,kalyan pawan
Positive,
Negative,disgusting wrongfully terminates unjustly mall xzibit morbid boycott hire file lawsuit
Positive,super
Positive,enjoy cancelling popular hand enjoy horror violent
Negative,limiting account arbitrary limitation
Negative,
Positive,regarding solve
Neutral,mizerie aplica ie fiecare vreau vizionez ce summate apare scrie pe ul lor tot merge
Negative,
Neutral,amarya imtiaz
Negative,onn
Positive,frequently hope stable
Neutral,lumber caring belong
Positive,useful subscriber
Negative,disappointing dislike infact reduce
Positive,lowest bright lowest okay
Negative,wicked tolerate programming
Neutral,
Positive,
Neutral,
Neutral,jai ram shree
Negative,stupefied useless
Negative,sad dishonor turning odd
Negative,
Negative,ano tenho amo hoje celular
Neutral,mbatresjr gamilcom
Negative,
Positive,
Positive,talked chat
Positive,
Negative,
Negative,guess useless
Positive,
Positive,
Neutral,
Neutral,
Negative,prefer wish conk ran enjoy arising somehow
Positive,fantastic assured
Neutral,
Negative,
Positive,
Positive,
Negative,
Positive,
Neutral,imtiaz amarya
Positive,
Positive,recommending taste
Neutral,
Negative,grant qi
Neutral,palaging
Neutral,jay chus urdu
Positive,atm atm
Positive,
Neutral,arey pichi lanjakodaka cheyya dakani sepu ganta paduthundi aina vasthaledhu
Neutral,dekheye aaj dekhe kabhi ham dekh chalu rahe chota bacha ham aayega
Neutral,ssimo consigo assistir pria funciona tamb cel
Positive,
Negative,
Negative,violence bloody
Neutral,acchi yah
Neutral,kahit lang naman pano
Positive,lol
Negative,incorrect helping
Neutral,sudan gujjar
Negative,bad' 'breaking
Neutral,exelente calidad servicio vale pena variado faltan permisos como transformer harry potter entr otras quizas peliculas demas esta muy
Neutral,mula utk sistem boleh buka kat smlm tukar tonton mengarut btol perangai mcm pmtax sakau duit memanjang mmg
Neutral,
Positive,
Negative,fraud
Neutral,dismissed tapping dismissed tapping
Neutral,mere pr krna hoga krna hoga glt baat kre apna
Negative,canada french european french programming qubec coast french file complaint
Negative,decent sync preview scrolling disabling hope disabling fact
Negative,upsetting
Positive,
Negative,worse returned turtle mistaken promise repeated call charged
Negative,personal mean advise propaganda familiar concerning becoming leftist typical
Neutral,lebih malayan banyak macam cerita traditional malay
Negative,mad
Negative,fam mother somehow irritated
Negative,thief possessor stole
Positive,worthless type perfectly
Positive,
Negative,
Negative,phallus 'your
Negative,frame inquisitory
Positive,hope filipino dub
Positive,shared guess authority
Neutral,
Positive,store
Neutral,laguages kdramas dispointing
Neutral,aryan khan
Positive,
Neutral,exelente calidad servicio vale pena contenido variado faltan transformer beset potter muy otras quizas deba permisos demas esta entr
Positive,amazon music avoid
Positive,malay dub hero academia peak
Negative,stuck type
Neutral,responding
Negative,detail abortive look demanded instantly statement
Positive,
Negative,save unhealthful brain
Neutral,
Negative,centre kid mean minor
Positive,
Negative,harm
Positive,
Neutral,cenami tymi
Negative,
Positive,hope model wise
Positive,licensed enjoys extremely hbomax hulu paramount starz amazon peacock ect lock tested truly overall
Neutral,linked natang giler doh ler kome nak tgk dekat boleh donlod appnye ajer sungguh
Positive,sparse
Positive,enjoy particularly limitation
Negative,
Neutral,target dekho hindu breadbasket unhe badnaam
Positive,
Negative,moved bounce shield
Negative,mocking christianity
Neutral,alittle
Positive,thumbnail seinfeld george couch
Positive,porn banned gringy throw adult
Positive,
Positive,ohh subscriber kantara original
Positive,espessialy naruto
Positive,
Neutral,bakchod achchhi filmen uplabdh filmen
Negative,enable disable toggle unmatchable
Positive,
Negative,groomers exploration ashamed
Positive,
Neutral,
Negative,jurassic chaos
Negative,surround codec ruined
Negative,afterwards dullard occurs
Negative,streamed ass pricier trial location account shared dollar hulu max billion buck stop
Negative,abysmally restricting
Negative,given hella recommendation hulu
Positive,
Positive,
Negative,narrative push sicken
Neutral,jai bajrangi tubelight race bharat salman sikandar khan
Neutral,asome
Positive,kindly
Positive,
Neutral,joule eh
Neutral,
Positive,four appreciate
Positive,
Negative,tf smh
Negative,atrocious permanently financially account struggling
Positive,
Negative,
Negative,checking
Neutral,
Negative,cuz
Negative,twisted untoward genre fact bloody alone cool cool
Positive,yay tq affordable
Negative,destroy culture
Positive,incentive
Negative,becoming test releasing
Negative,
Negative,lucas spider lowest higher lowest eye turned adaptive slider bright
Neutral,trawl defect
Neutral,gacor lumayan kang
Positive,
Neutral,who
Neutral,
Neutral,
Neutral,dakani pichi lanjakodaka cheyya arey ganta sepu paduthundi aina vasthaledhu
Neutral,
Neutral,prodigy trek super
Negative,stuck
Positive,
Neutral,countless
Neutral,pobrane tydzie co pliki
Negative,
Positive,expired
Negative,entirely concentrate contentedness format scrolling selfish
Positive,yay yay
Negative,lowest adjusted damn irrespective frustrated finagling useless
Positive,
Negative,splash lme butocks whrn look problematic briefly group
Negative,maar vind nieuwe layout van netflixmenu allesbehalve handig waar vind nu wat er verwacht wordt steed moet nieuw helemaal naar boven scrollen om van menu veranderen
Positive,super
Positive,sick protect enjoyed
Negative,dang photo lowkey
Negative,
Negative,existed
Neutral,wash hogg
Negative,ment dropping hateful
Negative,expected upi talked method' 'add solved
Neutral,loaded
Neutral,rdx ajimul
Neutral,arab hijacking
Neutral,review intro's
Positive,
Neutral,
Positive,
Positive,mx mx mx verey
Neutral,sword wo hoga pata tum gaya paye
Positive,okay
Positive,
Positive,
Negative,
Negative,forced busy convoluted disarranged ended offer hiking
Negative,
Negative,lengthy type irksome specific
Positive,slick stable beautiful scrubbing catalog broad original genuinely personal offline flawlessly gold relaxed evening weekend binge alike
Neutral,prost chyby dn skv aplikace sledov
Negative,cutomer negative thousand smelly disappointment
Neutral,rana bila
Negative,occurs afterwards unexpected stupid
Negative,identification multi desktop earlier youre
Neutral,giant teen
Positive,
Neutral,excelent
Neutral,untertitel holdall
Neutral,terbaik dengan memudah sangat nya
Positive,
Neutral,tidak terhubung dapat gangguan dari kemarin
Neutral,
Neutral,
Positive,
Positive,
Negative,betting advert round administrator bet standing basement dodohedoro deadstop arena
Neutral,
Negative,
Positive,
Neutral,ooooooooooooooooo gooooooddd sooooooo
Negative,decent disabling preview scrolling disabling hoping sync fact
Neutral,gut
Negative,progressing suspend amount looked
Neutral,dune dune
Negative,
Positive,
Positive,
Negative,recommended
Positive,
Negative,exactly guess
Neutral,culas uso todos veo pel excelente
Neutral,apare aplica vreau vizionez mizerie eroare ce scrie pe ul lor nu merge
Positive,push credit
Negative,jnr mad
Positive,superb
Positive,lookism
Negative,dollar animepulse
Negative,look save tight unloose development hq bloke
Positive,
Positive,
Negative,buck goyslop propaganda npc's
Neutral,fiu kalepo
Negative,demand setup acess othertimes depends ing mood ffs bloody
Positive,
Neutral,kalepo fiu
Negative,override watchable test hood behavior transparent distracted fall asleep couch asinine
Positive,hoping biometrics unlocking
Negative,worse
Positive,
Neutral,bullsh
Negative,
Positive,
Positive,probably outer bank million billion dollar japan korea quid wrong joke offense filter disable nv
Positive,
Neutral,tunggu episod keluar ibarat tunggu ikan episod contoh berjalan pukul malam pon belum keluar yee episodnyee
Negative,unless depressing
Negative,practice
Neutral,
Negative,limiting programming eventough
Negative,nowhere mad depending leaving thingy useless share stupid opinion
Negative,neftlix suck walking
Neutral,hoti krnepe jakar
Positive,window
Positive,
Neutral,ker ett fordon och ger jag tillh inte samma som vill jag ska vara kopplad verkligen inte problemfri upplevelse och betalar hellre annan denna
Positive,
Positive,beautiful hunter beautiful
Neutral,acchi
Negative,summer sternly decoder bluetooth wired codec lowered
Positive,
Negative,override slider prefer wider solution complaining stupid
Neutral,kenapa mau tiap nonton lama teruss
Positive,active
Neutral,trek super prodigy
Neutral,
Positive,security lock maturity password lock security create
Positive,
Negative,fraud
Negative,college fact
Neutral,
Positive,grainy loooong channel max
Negative,layout africa waka
Positive,
Negative,allow imagine drop lower
Neutral,chart graph
Neutral,
Neutral,kamahoge aloou
Positive,
Neutral,wuda wie
Neutral,mara masla pta hy bna bna thak gaya hon bna kr
Negative,built
Neutral,
Neutral,mant oo
Positive,canada enjoy canada visit canada
Negative,determined requiring screw receives corporation boost
Negative,wtaf icon name perfectly given
Negative,
Neutral,router prob
Positive,
Neutral,hok ning xleh smark gi
Positive,appropriate influence community
Negative,gen lenevo stuck
Positive,broo victorious
Negative,burglary misleading clearly earned
Neutral,
Positive,should't recurrently unless approves aware billing recurrent
Positive,world
Neutral,downloadable
Neutral,promueve burlas fe
Negative,
Negative,
Positive,
Positive,
Positive,
Neutral,visually talk
Positive,
Negative,dishonest beware shifty epic battle stealer
Positive,
Positive,
Positive,override toggle stop override
Positive,beautiful created brought tear eye unicorn academy
Negative,unless
Neutral,jai shree ram
Negative,allow confirm
Positive,arc thank
Negative,bhai froud agar tumhara khatam jayega tumhe farzi bhejta karwal agar tum ayesa tumhare udha chori leta mere froud chori li
Neutral,muy buena seria mejor pueda compratir diferentes paises
Neutral,
Positive,
Neutral,gripe ff yhe oi
Positive,wow wow
Neutral,tthing desame
Negative,exact community tending
Neutral,
Positive,
Neutral,targeting marauder
Positive,
Negative,numerous
Neutral,wuda wie
Neutral,mejor seria muy pueda compratir paises
Neutral,gica tiene pelicula portada serie espa ol cuando reproduces esta disponible ingl
Neutral,marvellous
Positive,notch binge blowing impressive seamless spot recommend
Negative,ppls karnataka
Neutral,affordable
Negative,self old shell consumed greed
Negative,marathi
Neutral,lira pa peux le pisodes c'est nul
Neutral,buuuu
Positive,
Negative,
Negative,telkomsel rejected
Positive,
Positive,
Positive,aplication nilkul bakaas
Positive,
Neutral,
Neutral,bom muito
Positive,
Negative,stingy unbelievable earnings collation pirated statement
Positive,super
Neutral,svu
Positive,liya mail verify gya kahi pe centre pe chat pe kahi barye bataaya nai
Neutral,abro aijaz
Negative,reply slip informed received posting complaint
Neutral,preference sponsoring extreme sexuel appropriate
Positive,brooklyn
Neutral,
Neutral,ewww
Negative,negative cutomer chiliad smelly disappointment
Negative,permanently
Negative,
Neutral,
Neutral,
Positive,legend hei moive wish detective pikachu legend hei wish cuz
Negative,advertisement squeeze
Neutral,
Negative,nvidia shield loath
Positive,pleasant
Negative,
Neutral,celllent outmoded
Positive,boxing streeming
Positive,
Neutral,erg vervelende hoofdgebruiker keer zelfs op mijn eigen telefoon al elke op ons thuis netwerk
Positive,chach look thanx
Negative,optimised warning warning disconnect reconnect stack intended exist dns query
Negative,launch lol reference
Negative,mistakenly
Positive,timer handy play repeat flat wake
Neutral,
Negative,membership unlike
Positive,peasy thank
Positive,
Positive,engineer struggling activity
Positive,
Negative,disagree occurs hotstar
Negative,transgress wishing heart refuse accept fed
Negative,po forgiving priviledge salamat thanksyou
Negative,barbie barbie
Positive,improvement
Neutral,supa
Positive,wow stuck
Positive,behtar toh amazon thik ha koi dang milta
Positive,
Neutral,
Positive,entertainment
Positive,adjusting
Neutral,item
Neutral,awesom
Positive,
Positive,
Positive,blurry skip
Negative,germany actively disabling germany disappointing
Positive,ease
Negative,type behaviour plzz plzz fayada lene kaa harkat lelo chlo mt
Negative,clearest disgusting honest disappointment
Neutral,
Neutral,
Neutral,
Negative,detest hater hater
Positive,cambodia khmer
Positive,srices
Neutral,
Positive,coz stuck
Neutral,bloat unasked
Neutral,gaming hold
Positive,openly support pedophilia cuties childrens moral
Neutral,pongan rick morty la dem temporadas
Positive,function
Positive,liked
Negative,stupid mobile
Negative,charge redo
Negative,koi nayi vo intresting
Negative,midway progress unbelievably progress stay eort
Negative,opench
Positive,
Neutral,yr square carp google corrupt
Positive,
Positive,
Positive,ability lowest thousand scorching sun
Neutral,ahr maganta
Neutral,idioma sem portugal
Neutral,
Positive,provides specific ex quake
Neutral,
Neutral,
Neutral,tum unhe hindu target dekho badnaam
Neutral,utuf astragal
Negative,
Neutral,mincraft
Negative,
Positive,
Positive,
Positive,thumbed bdsm four sexually explicit share account hope stock plummet
Negative,test becoming unloose
Neutral,
Negative,half's thru programme
Neutral,ranaimran
Neutral,literal enable
Positive,offer
Negative,stupid apparatus account cancelling setup
Positive,united state ban waqt aagaya kara jaae kamaya jaae kyuki indian dekh sakte dege waise kon baat padhega istandwithnetflixindia
Neutral,
Negative,jape company
Negative,'contact manufacturer allow blocked purportedly
Neutral,
Negative,zoom countless zoom close
Neutral,qu hicieron porquer
Negative,pain flawless resume know store god forbid
Neutral,
Negative,minimal friend separately moved primitively
Negative,
Positive,practical enjoy
Neutral,super trek
Negative,dei nonsensicality scrub nonsense
Negative,occurs frozen face progressing amount
Negative,defames banned insult unclean banned
Neutral,
Positive,miembro desde despu ha aumentado demasiado cancelado creo peor poder al cambiar verano permite ver ante daban temporales utilizar otro lado deshabilitaron eso suerte
Neutral,buang tolol fitur
Negative,thougb costing lone i't upgraded resume
Positive,super guess
Negative,pain betweent section
Positive,
Positive,delay destiny brings delayed thank
Positive,
Neutral,
Neutral,kitni baar din bhar jb kro teen din phir unstall diye kr
Neutral,
Neutral,backwash swapped alabasta princess
Neutral,goat
Neutral,pernah tidak tahu bagaimana cara saya karena tidak saya nonton
Positive,
Neutral,log belong caring
Positive,
Positive,
Negative,soooo fag
Positive,
Negative,caliber ngl matilda
Positive,mess pirate
Neutral,
Negative,disappeared expect
Positive,variety espresso
Negative,reset tracker align
Negative,saturn happy receiving understandably
Negative,disappear flight
Neutral,
Positive,store functionality enable
Negative,speak residency mobil offer
Neutral,human human sawhorse
Positive,
Neutral,gaaflhewle tefo
Neutral,ghatiya housefull aaya abhitak
Negative,atrocious manage struggling financially account permanently
Positive,
Negative,mulu visualnya kualitas buriq mulu
Positive,cool sport thin cool shrek
Negative,terminating unsupported experiment lasted anyway waking ordering
Positive,
Positive,
Neutral,desicion ipad
Negative,coin leave stupid
Neutral,bhaii faad
Neutral,
Negative,spite 'true vision' content labelled vision atmos
Positive,useful
Positive,yay wow
Positive,
Neutral,
Negative,entertainment agendum
Neutral,king joburg
Neutral,cab someone's
Negative,wasted
Positive,
Positive,
Negative,
Neutral,ahhhhhhhh
Neutral,gle luminosit cran regarder une vid nuit
Neutral,talbe netflice
Positive,
Negative,class cycle
Negative,sharper darker press vol becoming blur bright country's fact malayan
Positive,enjoy continuesly
Positive,
Neutral,
Neutral,
Negative,
Neutral,
Positive,
Positive,adult mahavatar narashima
Negative,countless repetative reality
Positive,
Positive,
Neutral,hoti krnepe
Negative,deactivated
Negative,parece mal hoy saquen sus versiones dibujos animados animando inclusi bueno eso toda su programaci basura eso transformer eso mismo la historias hacen populares esa mente podrida cargo eso deber despedirla
Positive,
Positive,tedious shared
Positive,
Negative,corporate greed company rise anyway
Positive,
Positive,
Negative,lousy particularly witch thier rule regulation youre member thru jist invitee bissnes model gaterthing biometric sale youre vulture prasytes sucker
Positive,
Neutral,endha verry verry bat
Negative,along frozen blow
Positive,frozen
Negative,pathetic occur
Neutral,trawl defect pantomime
Positive,loveeeeeeee trip
Positive,
Neutral,ini makin kacau saya berlangganan dari dulu tetiba filim ikutin udah pertengahan hilang pencarian padahal kita tau setiap peringatan kasih bata waktu ketika tidak tayangkan ini emang hitungan hari mau lanjut lagi nonton episodenya udah judul
Negative,wrong
Positive,
Positive,ek rahti
Positive,
Negative,rip
Neutral,mejor
Positive,entertaining provided satisfaction
Neutral,wing psychoanalysis
Neutral,akun perangkat harus bayar lagi kalau perangkat dipakai lebih dari mau secara bersamaan
Neutral,jaan cheremis accha
Negative,accidentally merit
Negative,worse
Positive,
Negative,layout selected larger slows scrolling drastically frankly alone reconsidering offensive eye
Negative,thief owner steal
Negative,extremely case considered contacting disappointing
Neutral,rejoin
Neutral,
Positive,wise earlier
Negative,make create
Neutral,pasand ghatiya wala bhootni ek bhaut milta faltu barbad
Negative,ruined licensing upped
Positive,
Negative,buck outrageous recommend
Negative,ditto argue walk helping victim sorry pathetic
Positive,filter respect thank
Neutral,qu porquer hicieron
Neutral,
Positive,enjoy enjoy
Neutral,ajabkhan
Neutral,arsatha arsatharsath
Neutral,
Neutral,goid
Negative,proxy find
Negative,propaganda indain
Positive,
Neutral,
Positive,expected
Negative,dollar policy
Neutral,bagus tp diperbaiki tiba abis itu lanjut mgkin suka
Negative,imaginable designed
Negative,amiss wrong
Positive,
Neutral,
Positive,
Neutral,interactive pleaseee showsss
Positive,expired
Negative,mess activate freaking
Negative,recommend customer's chooses indian degrading face churn
Neutral,cocuklar kiyor parayla oldu parayla yapmamiz ker ama kecke parasis olsaydi walaha
Positive,
Neutral,celllent passee
Neutral,
Positive,
Positive,
Negative,crawling
Positive,ex heist
Neutral,
Positive,taste personalized
Neutral,chl kuch
Negative,depends lol hunter sabrina
Negative,audio importance equal amiss
Neutral,authentication susbcription alrrady
Positive,satisfied
Neutral,representative margin delivery
Negative,refresh coldness food's yelling
Positive,
Positive,
Neutral,
Negative,stupe forgetting
Negative,
Neutral,
Positive,image look
Positive,
Neutral,pili nakakabadtrip
Neutral,
Positive,sttuf rewatching jujutsu kaisen execpt cool
Positive,
Positive,snd
Positive,
Negative,recruit fraud
Positive,tomorrow
Negative,appreciate genre filter horror cube horror enjoyable
Negative,
Neutral,nic
Positive,
Positive,
Negative,focus stupid geofencing right holder demanding dictate
Negative,
Positive,
Neutral,
Negative,stupid trustworthy useful cancelling
Negative,block title managing tend way adult setup considered
Neutral,kuchh ek kabil kyunki bagair abe walon
Positive,
Negative,recommend
Negative,
Negative,blind
Positive,kro
Positive,
Neutral,
Negative,nero ideolog
Positive,
Neutral,dialouge output channel
Neutral,kes lete kyo hoti jan
Positive,bright
Neutral,caravansary aryan
Neutral,cheyani
Neutral,kardijiay primium
Negative,fact symbol bothersome navigation freely content melioration adjustment
Positive,
Negative,entail driving cutting nut
Negative,schedule adhoc
Negative,sending harassment warn bloody
Positive,
Positive,
Positive,bored
Positive,
Neutral,noolashu adkeysi ayey iyo ubaahantahay dadaal
Negative,qr restrainer scanned
Positive,
Neutral,
Negative,lake placid ominous crocodile
Neutral,
Negative,friend confirm confirm disgusted annoyed
Negative,war ty nonstop color footage mom sergeant fury armor division wardaddy drove dig hole warmth naz patch ambush armored liberates gusen mathhausen cc's grandpa joe hero war storm garage thunderbolt
Neutral,kiye bina hue hota
Negative,thy target retaliation
Positive,
Neutral,detract origin langague
Negative,
Negative,idiotic stuck anyhow ocean might watchable
Neutral,teruk tk bole tk buat pon nk boleh
Neutral,cavalry human human
Positive,
Neutral,kes hoti jan lete kyo
Positive,
Positive,
Neutral,pata bhai dekh kuch hu mang
Positive,spot remembered contie
Positive,entertainment
Positive,
Neutral,
Positive,
Neutral,boxing
Negative,
Neutral,suruh tangguhkan sudah bayar lagi
Negative,
Positive,
Positive,recommendation create submit name detail perfectly recommend building along recommender
Positive,
Neutral,instal
Negative,
Neutral,
Negative,
Positive,wow
Positive,
Neutral,
Negative,sad tos denied toa reimbursed sale blockbuster route former blockbuster radioshack messed fall
Negative,allow
Neutral,
Neutral,
Negative,licence ruined upped
Neutral,
Neutral,collaborator ludo
Negative,offering realize
Neutral,proof deactivate
Neutral,
Neutral,drive jai
Neutral,parsnal usefull
Negative,department betweent pain
Positive,tubi horror contract pirate florida
Neutral,mula langgan utk tonton boleh buka kat dgn smlm tukar sistem akaun utk mengarut btol perangai mcm pmtax sakau duit memanjang mmg
Positive,
Neutral,
Neutral,pessima esperienza pessimo servizio clienti
Neutral,chl kuch
Negative,
Negative,
Positive,overly restricted restrictive allow portable monitor miracast slightly age enjoys tiny focus drm protection
Negative,wrong
Positive,
Negative,bust okay
Neutral,unsubs krn suprot elgebete laknatullah semoga sumali hidupmu selalu dineraka laknat
Neutral,
Positive,
Neutral,
Negative,diabolist misuse push satanic
Neutral,carp yr trustpilot solid google corrupt
Positive,superb
Neutral,macabre
Neutral,hahaha helpness
Positive,
Positive,decade pristine function skip pulsating respektive core function
Neutral,
Negative,student parent bankrupt hope surmisal
Negative,buen cat aunque cada vez sacan pel culas orientadas dar imagen pol tica buscar perfecci cinematogr fica doy estrella opci tiene poder ver estas pagando fuera tienes estar conectado al ha pasado esto tanto ordenador como vil todav creo absurdo pensando cancelar suscripci cambian esto
Positive,launched joke
Negative,day's
Negative,avarice happy highest greed suck share
Negative,completed dealings
Neutral,magus kanki
Positive,
Negative,
Positive,anice
Neutral,taxation
Positive,notification complain sorted tier
Negative,disgusting hassle practice predatory greed
Negative,replay smackdown replay throughout leave handle
Positive,disney's artist earn refresh license disappear crippled alternative enormous
Neutral,akun berubah sendiri hack mungkin pembayaran pemulihan akun tdk
Positive,
Positive,increase offering fresh justify increase acceptable pile grade value
Neutral,
Neutral,
Negative,solve increment useless mony
Positive,hahaha
Neutral,dekheye kabhi dekhe aaj ham dekh rahe chalu rahe ham chota bacha ham samaj aayega
Negative,watchthem skirt angry
Negative,dialogue passing loud music whisper
Positive,surprising hundred thousand
Positive,explain
Neutral,gooooooddd ooooooooooooooooo
Neutral,usefull
Positive,
Negative,item item strongly
Neutral,relaunch
Neutral,mrg
Negative,limitation benefit recharging useless disgusting
Negative,okay wait
Negative,review mistake offer globe offered dvd
Negative,disapointed soo
Negative,pad send nurse
Negative,verify solve
Neutral,shaneshane
Positive,feeling
Neutral,ehhh naman
Positive,ultimate binge buddy trending original release exclusive
Neutral,badddddddd
Positive,
Negative,dangerous shared security vulnerability additionally contains break unacceptable
Neutral,pata dekh kuch bhai
Neutral,forgive burst surge beyblade
Negative,disturbance
Positive,quick
Neutral,abr consigo
Neutral,
Neutral,fact coevals today senior
Negative,
Negative,skrew greed attaint boooo
Negative,application baseless
Neutral,exploitative capitalist seeking margin scum utorrent
Neutral,implike heavily
Negative,freezing
Positive,
Neutral,ark eternity
Neutral,
Neutral,sangat menarik mengikut tontonan citarasa kita
Positive,lovely lovely
Positive,
Positive,okay
Negative,
Neutral,hourormovies saruto naruto generation boruto
Positive,
Positive,
Negative,ghatiya lagao lijiye itna sare chochle
Neutral,trending
Negative,argue helping walk ditto argued sorry pathetic
Positive,
Negative,unaccepted exploit
Neutral,sath popcorn
Negative,embarrassing
Negative,huffy triying
Positive,allways sister cool thanksssss
Neutral,
Neutral,bon tr
Neutral,
Neutral,chalu dimag fat gaya
Positive,
Negative,shown algorithm row
Neutral,attributed routinely
Negative,riesco guardare perch messaggio blocca schermo dove dice appartengo al nucleo famigliare mail diversa miei separati mio padre vive padre potr l'account pagato lui siete scandalosi vergogna
Neutral,saya tengok sebab saya boleh suka cerita menarik
Negative,
Positive,look
Neutral,
Positive,
Negative,ruined
Negative,narcissistic pride abuse derogatory hindu
Positive,
Neutral,bagus tp suka tiba ngefrezz sendiri abis itu lanjut pelemnya mgkin diperbaiki
Neutral,dapat eh binigay namn sinabi talaga rin gagawa kyo ganto kung bat lang namn makakagamit
Positive,
Neutral,
Neutral,opposite dyno
Negative,groomers collectivist recommend
Positive,account's decision ride
Negative,conetnts tiresome predetermined trailors functionality skip spend point
Neutral,kuti karna ladra banka
Neutral,laura khatey barium
Positive,
Positive,cancelling loyalty useless
Negative,lagging giant preview lagging browsing forget refwiding forward ita burn hole remote kook jitterbug
Positive,
Neutral,co tydzie wygasaj pobrane pliki
Neutral,thief capitalistic
Positive,programming abound truly enjoy
Negative,kim secretary amiss wrong
Positive,superb
Neutral,lado mujii
Neutral,
Positive,ut therevis wrong
Negative,lie impact hacking keep
Positive,
Neutral,het wordt dag brutaler gister keek nog ie mijn mobiele nu wilde weer gaan kijken zegt op dat meer het huishouden hoor lekker dat
Positive,distance party
Positive,
Positive,
Neutral,boii tuff
Negative,
